run,type,module,name,attrname,attrvalue,value
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].appl,generatedWSMs,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].appl,receivedWSMs,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].appl,generatedBSMs,,,132
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].appl,receivedBSMs,,,2507
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].appl,generatedWSAs,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].appl,receivedWSAs,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.phy80211p,busyTime,,,0.019752121212121
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,ReceivedUnicastPackets,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,ReceivedBroadcasts,,,2507
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,SentPackets,,,132
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,SentAcknowledgements,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,RetriesExceeded,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,SNIRLostPackets,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,RXTXLostPackets,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,TotalLostPackets,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,DroppedPacketsInMac,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,TooLittleTime,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,TimesIntoBackoff,,,132
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,SlotsBackoff,,,200
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,NumInternalContention,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,totalBusyTime,,,0.274588
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,retriesExceeded:count,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,sentAcks:count,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,sentPackets:count,,,132
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,collisions:count,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].nic.mac1609_4,channelBusy:timeavg,,,0.020802121212121
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].veinsmobility,startTime,,,13.1
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].veinsmobility,totalTime,,,13.1
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].veinsmobility,stopTime,,,26.3
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].veinsmobility,minSpeed,,,0.25154513483448
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].veinsmobility,maxSpeed,,,13.824673830217
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].veinsmobility,totalDistance,,,133.71779294234
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[13].veinsmobility,totalCO2Emission,,,48.147141033446
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].appl,generatedWSMs,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].appl,receivedWSMs,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].appl,generatedBSMs,,,243
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].appl,receivedBSMs,,,4406
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].appl,generatedWSAs,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].appl,receivedWSAs,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.phy80211p,busyTime,,,0.01885695473251
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,ReceivedUnicastPackets,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,ReceivedBroadcasts,,,4406
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,SentPackets,,,243
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,SentAcknowledgements,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,RetriesExceeded,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,SNIRLostPackets,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,RXTXLostPackets,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,TotalLostPackets,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,DroppedPacketsInMac,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,TooLittleTime,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,TimesIntoBackoff,,,243
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,SlotsBackoff,,,385
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,NumInternalContention,,,0
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,totalBusyTime,,,0.483739
Scenario2-4-20260625-12:11:35-4660,scalar,Scenario.node[7].nic.mac1609_4,retriesExceeded:count,,,0
