run,type,module,name,attrname,attrvalue,value
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].appl,generatedWSMs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].appl,receivedWSMs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].appl,generatedBSMs,,,254
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].appl,receivedBSMs,,,874
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].appl,generatedWSAs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].appl,receivedWSAs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.phy80211p,busyTime,,,0.0040207874015749
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,ReceivedUnicastPackets,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,ReceivedBroadcasts,,,874
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,SentPackets,,,254
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,SentAcknowledgements,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,RetriesExceeded,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,SNIRLostPackets,,,108
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,RXTXLostPackets,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,TotalLostPackets,,,108
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,DroppedPacketsInMac,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,TooLittleTime,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,TimesIntoBackoff,,,254
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,SlotsBackoff,,,397
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,NumInternalContention,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,totalBusyTime,,,0.128798
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,retriesExceeded:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,sentAcks:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,sentPackets:count,,,254
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,collisions:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].nic.mac1609_4,channelBusy:timeavg,,,0.0050707874015749
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].veinsmobility,startTime,,,6.1
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].veinsmobility,totalTime,,,25.3
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].veinsmobility,stopTime,,,31.5
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].veinsmobility,minSpeed,,,0.25799588305899
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].veinsmobility,maxSpeed,,,14.102259027791
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].veinsmobility,totalDistance,,,278.13031686112
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[3].veinsmobility,totalCO2Emission,,,90.964236425457
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].appl,generatedWSMs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].appl,receivedWSMs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].appl,generatedBSMs,,,360
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].appl,receivedBSMs,,,2260
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].appl,generatedWSAs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].appl,receivedWSAs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.phy80211p,busyTime,,,0.0075342222222221
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,ReceivedUnicastPackets,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,ReceivedBroadcasts,,,2260
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,SentPackets,,,360
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,SentAcknowledgements,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,RetriesExceeded,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,SNIRLostPackets,,,348
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,RXTXLostPackets,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,TotalLostPackets,,,348
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,DroppedPacketsInMac,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,TooLittleTime,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,TimesIntoBackoff,,,360
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,SlotsBackoff,,,530
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,NumInternalContention,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,totalBusyTime,,,0.309032
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,retriesExceeded:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,sentAcks:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,sentPackets:count,,,360
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,collisions:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].nic.mac1609_4,channelBusy:timeavg,,,0.008584222222222
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].veinsmobility,startTime,,,10.1
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].veinsmobility,totalTime,,,35.9
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].veinsmobility,stopTime,,,46.1
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].veinsmobility,minSpeed,,,0.25628130026674
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].veinsmobility,maxSpeed,,,16.053101700909
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].veinsmobility,totalDistance,,,423.18304158646
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[5].veinsmobility,totalCO2Emission,,,153.684458458
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].appl,generatedWSMs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].appl,receivedWSMs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].appl,generatedBSMs,,,470
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].appl,receivedBSMs,,,1019
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].appl,generatedWSAs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].appl,receivedWSAs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.phy80211p,busyTime,,,0.0026088510638299
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,ReceivedUnicastPackets,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,ReceivedBroadcasts,,,1019
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,SentPackets,,,470
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,SentAcknowledgements,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,RetriesExceeded,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,SNIRLostPackets,,,160
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,RXTXLostPackets,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,TotalLostPackets,,,160
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,DroppedPacketsInMac,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,TooLittleTime,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,TimesIntoBackoff,,,470
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,SlotsBackoff,,,678
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,NumInternalContention,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,totalBusyTime,,,0.171966
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,retriesExceeded:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,sentAcks:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,sentPackets:count,,,470
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,collisions:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].nic.mac1609_4,channelBusy:timeavg,,,0.0036588510638298
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].veinsmobility,startTime,,,0.1
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].veinsmobility,totalTime,,,46.9
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].veinsmobility,stopTime,,,47.1
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].veinsmobility,minSpeed,,,0.25446562165231
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].veinsmobility,maxSpeed,,,15.505396197811
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].veinsmobility,totalDistance,,,570.44889939937
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[0].veinsmobility,totalCO2Emission,,,173.17879621809
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].appl,generatedWSMs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].appl,receivedWSMs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].appl,generatedBSMs,,,362
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].appl,receivedBSMs,,,2600
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].appl,generatedWSAs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].appl,receivedWSAs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.phy80211p,busyTime,,,0.0083458563535909
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,ReceivedUnicastPackets,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,ReceivedBroadcasts,,,2600
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,SentPackets,,,362
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,SentAcknowledgements,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,RetriesExceeded,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,SNIRLostPackets,,,305
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,RXTXLostPackets,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,TotalLostPackets,,,305
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,DroppedPacketsInMac,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,TooLittleTime,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,TimesIntoBackoff,,,362
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,SlotsBackoff,,,538
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,NumInternalContention,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,totalBusyTime,,,0.34013
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,retriesExceeded:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,sentAcks:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,sentPackets:count,,,362
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,collisions:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].nic.mac1609_4,channelBusy:timeavg,,,0.0093958563535909
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].veinsmobility,startTime,,,18.1
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].veinsmobility,totalTime,,,36.1
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].veinsmobility,stopTime,,,54.3
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].veinsmobility,minSpeed,,,0.24985335368919
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].veinsmobility,maxSpeed,,,17.609435151646
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].veinsmobility,totalDistance,,,427.04075583668
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[9].veinsmobility,totalCO2Emission,,,171.3082872447
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].appl,generatedWSMs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].appl,receivedWSMs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].appl,generatedBSMs,,,385
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].appl,receivedBSMs,,,2606
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].appl,generatedWSAs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].appl,receivedWSAs,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.phy80211p,busyTime,,,0.0080876883116881
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,ReceivedUnicastPackets,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,ReceivedBroadcasts,,,2606
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,SentPackets,,,385
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,SentAcknowledgements,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,RetriesExceeded,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,SNIRLostPackets,,,388
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,RXTXLostPackets,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,TotalLostPackets,,,388
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,DroppedPacketsInMac,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,TooLittleTime,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,TimesIntoBackoff,,,385
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,SlotsBackoff,,,602
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,NumInternalContention,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,totalBusyTime,,,0.351801
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,retriesExceeded:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,sentAcks:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,sentPackets:count,,,385
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,collisions:count,,,0
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].nic.mac1609_4,channelBusy:timeavg,,,0.0091376883116881
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].veinsmobility,startTime,,,16.1
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].veinsmobility,totalTime,,,38.4
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].veinsmobility,stopTime,,,54.6
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].veinsmobility,minSpeed,,,0.2475197750791
Scenario4-0-20260627-16:39:39-6633,scalar,Scenario.node[8].veinsmobility,maxSpeed,,,14.641185974309
