run,type,module,name,attrname,attrvalue,value
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].appl,generatedWSMs,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].appl,receivedWSMs,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].appl,generatedBSMs,,,142
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].appl,receivedBSMs,,,934
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].appl,generatedWSAs,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].appl,receivedWSAs,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.phy80211p,busyTime,,,0.0074411267605636
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,ReceivedUnicastPackets,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,ReceivedBroadcasts,,,934
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,SentPackets,,,142
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,SentAcknowledgements,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,RetriesExceeded,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,SNIRLostPackets,,,82
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,RXTXLostPackets,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,TotalLostPackets,,,82
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,DroppedPacketsInMac,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,TooLittleTime,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,TimesIntoBackoff,,,142
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,SlotsBackoff,,,182
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,NumInternalContention,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,totalBusyTime,,,0.120574
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,retriesExceeded:count,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,sentAcks:count,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,sentPackets:count,,,142
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,collisions:count,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].nic.mac1609_4,channelBusy:timeavg,,,0.0084911267605636
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].veinsmobility,startTime,,,13.1
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].veinsmobility,totalTime,,,14.1
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].veinsmobility,stopTime,,,27.3
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].veinsmobility,minSpeed,,,0.25616935493727
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].veinsmobility,maxSpeed,,,11.805214552755
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].veinsmobility,totalDistance,,,133.44235990277
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[13].veinsmobility,totalCO2Emission,,,42.688687063262
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[6].appl,generatedWSMs,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[6].appl,receivedWSMs,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[6].appl,generatedBSMs,,,266
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[6].appl,receivedBSMs,,,2036
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[6].appl,generatedWSAs,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[6].appl,receivedWSAs,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[6].nic.phy80211p,busyTime,,,0.0089260150375939
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[6].nic.mac1609_4,ReceivedUnicastPackets,,,0
Scenario3-3-20260625-11:52:57-4291,scalar,Scenario.node[6].nic.mac1609_4,ReceivedBroadcasts,,,2036
