run,type,module,name,attrname,attrvalue,value
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].appl,generatedWSMs,,,0
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].appl,receivedWSMs,,,0
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].appl,generatedBSMs,,,754
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].appl,receivedBSMs,,,15693
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].appl,generatedWSAs,,,0
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].appl,receivedWSAs,,,0
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.phy80211p,busyTime,,,0.021718620689663
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.mac1609_4,ReceivedUnicastPackets,,,0
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.mac1609_4,ReceivedBroadcasts,,,15693
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.mac1609_4,SentPackets,,,754
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.mac1609_4,SentAcknowledgements,,,0
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.mac1609_4,RetriesExceeded,,,0
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.mac1609_4,SNIRLostPackets,,,53
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.mac1609_4,RXTXLostPackets,,,0
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.mac1609_4,TotalLostPackets,,,53
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.mac1609_4,DroppedPacketsInMac,,,0
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.mac1609_4,TooLittleTime,,,0
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.mac1609_4,TimesIntoBackoff,,,754
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.mac1609_4,SlotsBackoff,,,1112
Scenario5-9-20260628-09:31:47-3187,scalar,Scenario.node[1].nic.mac1609_4,NumInternalContention,,,0
